load,side,target,letter1,letter2,letter3,letter4,letter5,letter6,distractor_appears,distr
low,left,X,o,o,X,o,o,o,0,distr/kopatych.png
low,left,X,o,X,o,o,o,o,0,distr/sovunya.png
low,left,X,X,o,o,o,o,o,0,distr/nyusha.png
low,left,X,o,o,o,o,o,X,0,distr/ezhik.png
low,left,X,o,o,o,o,X,o,0,distr/barash.png
low,left,X,o,o,o,X,o,o,0,distr/karych.png
low,left,X,o,o,X,o,o,o,0,distr/krosh.png
low,left,X,o,X,o,o,o,o,0,distr/losyash.png
low,left,X,X,o,o,o,o,o,0,distr/pin.png
low,left,X,o,o,o,o,o,X,0,distr/kopatych.png
low,left,X,o,o,o,o,X,o,0,distr/sovunya.png
low,left,X,o,o,o,X,o,o,0,distr/nyusha.png
low,left,X,o,o,X,o,o,o,0,distr/ezhik.png
low,left,X,o,X,o,o,o,o,0,distr/barash.png
low,left,X,X,o,o,o,o,o,0,distr/karych.png
low,left,X,o,o,o,o,o,X,0,distr/krosh.png
low,left,X,o,o,o,o,X,o,0,distr/losyash.png
low,left,X,o,o,o,X,o,o,0,distr/pin.png
low,left,X,o,o,X,o,o,o,0,distr/kopatych.png
low,left,X,o,X,o,o,o,o,0,distr/sovunya.png
low,left,X,X,o,o,o,o,o,0,distr/nyusha.png
low,left,X,o,o,o,o,o,X,1,distr/ezhik.png
low,right,X,o,o,o,o,X,o,1,distr/barash.png
low,right,X,o,o,o,X,o,o,1,distr/karych.png
low,right,X,o,o,X,o,o,o,1,distr/krosh.png
low,right,X,o,X,o,o,o,o,1,distr/losyash.png
low,right,X,X,o,o,o,o,o,1,distr/pin.png
low,right,X,o,o,o,o,o,X,1,distr/kopatych.png
low,right,X,o,o,o,o,X,o,1,distr/sovunya.png
low,right,X,o,o,o,X,o,o,1,distr/nyusha.png
low,right,X,o,o,X,o,o,o,1,distr/ezhik.png
low,right,X,o,X,o,o,o,o,1,distr/barash.png
low,right,X,X,o,o,o,o,o,1,distr/karych.png
low,right,N,o,o,o,o,o,N,0,distr/krosh.png
low,right,N,o,o,o,o,N,o,0,distr/losyash.png
low,right,N,o,o,o,N,o,o,0,distr/pin.png
low,right,N,o,o,N,o,o,o,0,distr/kopatych.png
low,right,N,o,N,o,o,o,o,0,distr/sovunya.png
low,right,N,N,o,o,o,o,o,0,distr/nyusha.png
low,right,N,o,o,o,o,o,N,0,distr/ezhik.png
low,right,N,o,o,o,o,N,o,0,distr/barash.png
low,right,N,o,o,o,N,o,o,0,distr/karych.png
low,right,N,o,o,N,o,o,o,0,distr/krosh.png
low,right,N,o,N,o,o,o,o,0,distr/losyash.png
low,right,N,N,o,o,o,o,o,0,distr/pin.png
low,right,N,o,o,o,o,o,N,0,distr/kopatych.png
low,right,N,o,o,o,o,N,o,0,distr/sovunya.png
low,right,N,o,o,o,N,o,o,0,distr/nyusha.png
low,right,N,o,o,N,o,o,o,0,distr/ezhik.png
low,right,N,o,N,o,o,o,o,0,distr/barash.png
low,right,N,N,o,o,o,o,o,0,distr/karych.png
low,right,N,o,o,o,o,o,N,0,distr/krosh.png
low,right,N,o,o,o,o,N,o,0,distr/losyash.png
low,right,N,o,o,o,N,o,o,0,distr/pin.png
low,right,N,o,o,N,o,o,o,0,distr/kopatych.png
low,right,N,o,N,o,o,o,o,0,distr/sovunya.png
low,right,N,N,o,o,o,o,o,0,distr/nyusha.png
low,right,N,o,o,o,o,o,N,0,distr/ezhik.png
low,right,N,o,o,o,o,N,o,0,distr/barash.png
low,right,N,o,o,o,N,o,o,0,distr/karych.png
low,right,N,o,o,N,o,o,o,0,distr/krosh.png
low,right,N,o,N,o,o,o,o,0,distr/losyash.png
low,right,N,N,o,o,o,o,o,0,distr/pin.png
low,right,N,o,o,o,o,o,N,0,distr/kopatych.png
low,right,N,o,o,o,o,N,o,0,distr/sovunya.png
low,right,N,o,o,o,N,o,o,0,distr/nyusha.png
low,right,N,o,o,N,o,o,o,0,distr/ezhik.png
low,right,N,o,N,o,o,o,o,0,distr/barash.png
low,right,N,N,o,o,o,o,o,0,distr/karych.png
low,right,X,o,o,o,o,o,X,0,distr/krosh.png
low,right,X,o,o,o,o,X,o,0,distr/losyash.png
low,right,X,o,o,o,X,o,o,0,distr/pin.png
low,right,X,o,o,X,o,o,o,0,distr/kopatych.png
low,right,X,o,X,o,o,o,o,0,distr/sovunya.png
low,right,X,X,o,o,o,o,o,0,distr/nyusha.png
low,right,X,o,o,o,o,o,X,0,distr/ezhik.png
low,right,X,o,o,o,o,X,o,0,distr/barash.png
low,right,X,o,o,o,X,o,o,0,distr/karych.png
low,right,X,o,o,X,o,o,o,0,distr/krosh.png
low,right,X,o,X,o,o,o,o,0,distr/losyash.png
low,right,X,X,o,o,o,o,o,0,distr/pin.png
low,up,X,o,o,o,o,o,X,1,distr/kopatych.png
low,up,X,o,o,o,o,X,o,1,distr/sovunya.png
low,up,X,o,o,o,X,o,o,1,distr/nyusha.png
low,up,X,o,o,X,o,o,o,1,distr/ezhik.png
low,up,X,o,X,o,o,o,o,1,distr/barash.png
low,up,X,X,o,o,o,o,o,1,distr/karych.png
low,up,X,o,o,o,o,o,X,1,distr/krosh.png
low,up,X,o,o,o,o,X,o,1,distr/losyash.png
low,up,X,o,o,o,X,o,o,1,distr/pin.png
low,up,X,o,o,X,o,o,o,1,distr/kopatych.png
low,up,X,o,X,o,o,o,o,1,distr/sovunya.png
low,up,X,X,o,o,o,o,o,1,distr/nyusha.png
low,up,X,o,o,o,o,o,X,0,distr/ezhik.png
low,up,X,o,o,o,o,X,o,0,distr/barash.png
low,up,X,o,o,o,X,o,o,0,distr/karych.png
low,up,X,o,o,X,o,o,o,0,distr/krosh.png
low,up,X,o,X,o,o,o,o,0,distr/losyash.png
low,up,X,X,o,o,o,o,o,0,distr/pin.png
low,up,X,o,o,o,o,o,X,0,distr/kopatych.png
low,up,X,o,o,o,o,X,o,0,distr/sovunya.png
low,up,X,o,o,o,X,o,o,0,distr/nyusha.png
low,up,X,o,o,X,o,o,o,0,distr/ezhik.png
low,up,X,o,X,o,o,o,o,0,distr/barash.png
low,up,X,X,o,o,o,o,o,0,distr/karych.png
low,up,N,o,o,o,o,o,N,0,distr/krosh.png
low,up,N,o,o,o,o,N,o,0,distr/losyash.png
low,up,N,o,o,o,N,o,o,0,distr/pin.png
low,up,N,o,o,N,o,o,o,0,distr/kopatych.png
low,up,N,o,N,o,o,o,o,0,distr/sovunya.png
low,up,N,N,o,o,o,o,o,0,distr/nyusha.png
low,up,N,o,o,o,o,o,N,0,distr/ezhik.png
low,up,N,o,o,o,o,N,o,0,distr/barash.png
low,up,N,o,o,o,N,o,o,0,distr/karych.png
low,up,N,o,o,N,o,o,o,0,distr/krosh.png
low,up,N,o,N,o,o,o,o,0,distr/losyash.png
low,up,N,N,o,o,o,o,o,0,distr/pin.png
low,up,N,o,o,o,o,o,N,0,distr/kopatych.png
low,up,N,o,o,o,o,N,o,0,distr/sovunya.png
low,up,N,o,o,o,N,o,o,0,distr/nyusha.png
low,up,N,o,o,N,o,o,o,0,distr/ezhik.png
low,up,N,o,N,o,o,o,o,0,distr/barash.png
low,up,N,N,o,o,o,o,o,0,distr/karych.png
low,up,N,o,o,o,o,o,N,0,distr/krosh.png
low,up,N,o,o,o,o,N,o,0,distr/losyash.png
low,up,N,o,o,o,N,o,o,0,distr/pin.png
low,up,N,o,o,N,o,o,o,0,distr/kopatych.png
low,up,N,o,N,o,o,o,o,0,distr/sovunya.png
low,up,N,N,o,o,o,o,o,0,distr/nyusha.png
low,up,N,o,o,o,o,o,N,0,distr/ezhik.png
low,up,N,o,o,o,o,N,o,0,distr/barash.png
low,up,N,o,o,o,N,o,o,0,distr/karych.png
low,up,N,o,o,N,o,o,o,0,distr/krosh.png
low,up,N,o,N,o,o,o,o,0,distr/losyash.png
low,up,N,N,o,o,o,o,o,0,distr/pin.png
low,up,N,o,o,o,o,o,N,0,distr/kopatych.png
low,up,N,o,o,o,o,N,o,0,distr/sovunya.png
low,up,N,o,o,o,N,o,o,0,distr/nyusha.png
low,up,N,o,o,N,o,o,o,0,distr/ezhik.png
low,up,N,o,N,o,o,o,o,0,distr/barash.png
low,up,N,N,o,o,o,o,o,0,distr/karych.png
low,down,X,o,o,o,o,o,X,1,distr/krosh.png
low,down,X,o,o,o,o,X,o,1,distr/losyash.png
low,down,X,o,o,o,X,o,o,1,distr/pin.png
low,down,X,o,o,X,o,o,o,1,distr/kopatych.png
low,down,X,o,X,o,o,o,o,1,distr/sovunya.png
low,down,X,X,o,o,o,o,o,1,distr/nyusha.png
low,down,X,o,o,o,o,o,X,1,distr/ezhik.png
low,down,X,o,o,o,o,X,o,1,distr/barash.png
low,down,X,o,o,o,X,o,o,1,distr/karych.png
low,down,X,o,o,X,o,o,o,1,distr/krosh.png
low,down,X,o,X,o,o,o,o,1,distr/losyash.png
low,down,X,X,o,o,o,o,o,1,distr/pin.png
low,down,X,o,o,o,o,o,X,0,distr/kopatych.png
low,down,X,o,o,o,o,X,o,0,distr/sovunya.png
low,down,X,o,o,o,X,o,o,0,distr/nyusha.png
low,down,X,o,o,X,o,o,o,0,distr/ezhik.png
low,down,X,o,X,o,o,o,o,0,distr/barash.png
low,down,X,X,o,o,o,o,o,0,distr/karych.png
low,down,X,o,o,o,o,o,X,0,distr/krosh.png
low,down,X,o,o,o,o,X,o,0,distr/losyash.png
low,down,X,o,o,o,X,o,o,0,distr/pin.png
low,down,X,o,o,X,o,o,o,0,distr/kopatych.png
low,down,X,o,X,o,o,o,o,0,distr/sovunya.png
low,down,X,X,o,o,o,o,o,0,distr/nyusha.png
low,down,X,o,o,o,o,o,X,0,distr/ezhik.png
low,down,X,o,o,o,o,X,o,0,distr/barash.png
low,down,X,o,o,o,X,o,o,0,distr/karych.png
low,down,X,o,o,X,o,o,o,0,distr/krosh.png
low,down,X,o,X,o,o,o,o,0,distr/losyash.png
low,down,X,X,o,o,o,o,o,0,distr/pin.png
low,down,X,o,o,o,o,o,X,0,distr/kopatych.png
low,down,X,o,o,o,o,X,o,0,distr/sovunya.png
low,down,X,o,o,o,X,o,o,0,distr/nyusha.png
low,down,X,o,o,X,o,o,o,0,distr/ezhik.png
low,down,X,o,X,o,o,o,o,0,distr/barash.png
low,down,X,X,o,o,o,o,o,0,distr/karych.png
low,down,N,o,o,o,o,o,N,0,distr/krosh.png
low,down,N,o,o,o,o,N,o,0,distr/losyash.png
low,down,N,o,o,o,N,o,o,0,distr/pin.png
low,down,N,o,o,N,o,o,o,0,distr/kopatych.png
low,down,N,o,N,o,o,o,o,0,distr/sovunya.png
low,down,N,N,o,o,o,o,o,0,distr/nyusha.png
low,down,N,o,o,o,o,o,N,0,distr/ezhik.png
low,down,N,o,o,o,o,N,o,0,distr/barash.png
low,down,N,o,o,o,N,o,o,0,distr/karych.png
low,down,N,o,o,N,o,o,o,0,distr/krosh.png
low,down,N,o,N,o,o,o,o,0,distr/losyash.png
low,down,N,N,o,o,o,o,o,0,distr/pin.png
low,down,N,o,o,o,o,o,N,0,distr/kopatych.png
low,down,N,o,o,o,o,N,o,0,distr/sovunya.png
low,down,N,o,o,o,N,o,o,0,distr/nyusha.png
low,down,N,o,o,N,o,o,o,0,distr/ezhik.png
low,down,N,o,N,o,o,o,o,0,distr/barash.png
low,down,N,N,o,o,o,o,o,0,distr/karych.png
low,down,N,o,o,o,o,o,N,0,distr/krosh.png
low,down,N,o,o,o,o,N,o,0,distr/losyash.png
low,down,N,o,o,o,N,o,o,0,distr/pin.png
low,down,N,o,o,N,o,o,o,0,distr/kopatych.png
low,down,N,o,N,o,o,o,o,0,distr/sovunya.png
low,down,N,N,o,o,o,o,o,0,distr/nyusha.png
high,left,N,N,H,V,K,W,M,1,distr/nyusha.png
high,left,N,H,K,N,M,V,W,1,distr/ezhik.png
high,left,N,K,M,H,W,N,V,1,distr/barash.png
high,left,N,M,W,K,V,H,N,1,distr/karych.png
high,left,N,W,V,M,N,K,H,1,distr/krosh.png
high,left,N,V,N,W,H,M,K,1,distr/losyash.png
high,left,N,N,H,V,K,W,M,1,distr/pin.png
high,left,N,H,K,N,M,V,W,1,distr/kopatych.png
high,left,N,K,M,H,W,N,V,1,distr/sovunya.png
high,left,N,M,W,K,V,H,N,1,distr/nyusha.png
high,left,N,W,V,M,N,K,H,1,distr/ezhik.png
high,left,N,V,N,W,H,M,K,1,distr/barash.png
high,left,N,N,H,V,K,W,M,0,distr/karych.png
high,left,X,H,K,X,M,V,W,0,distr/krosh.png
high,left,X,K,M,H,W,X,V,0,distr/losyash.png
high,left,X,M,W,K,V,H,X,0,distr/pin.png
high,left,X,W,V,M,X,K,H,0,distr/kopatych.png
high,left,X,V,X,W,H,M,K,0,distr/sovunya.png
high,left,X,X,H,V,K,W,M,0,distr/nyusha.png
high,left,X,H,K,X,M,V,W,0,distr/ezhik.png
high,left,X,K,M,H,W,X,V,0,distr/barash.png
high,left,X,M,W,K,V,H,X,0,distr/karych.png
high,left,X,W,V,M,X,K,H,0,distr/krosh.png
high,left,X,V,X,W,H,M,K,0,distr/losyash.png
high,left,X,X,H,V,K,W,M,0,distr/pin.png
high,left,X,H,K,X,M,V,W,0,distr/kopatych.png
high,left,X,K,M,H,W,X,V,0,distr/sovunya.png
high,left,X,M,W,K,V,H,X,0,distr/nyusha.png
high,left,X,W,V,M,X,K,H,0,distr/ezhik.png
high,left,X,V,X,W,H,M,K,0,distr/barash.png
high,left,X,X,H,V,K,W,M,0,distr/karych.png
high,left,X,H,K,X,M,V,W,0,distr/krosh.png
high,left,X,K,M,H,W,X,V,0,distr/losyash.png
high,left,X,M,W,K,V,H,X,0,distr/pin.png
high,left,X,W,V,M,X,K,H,0,distr/kopatych.png
high,left,X,V,X,W,H,M,K,0,distr/sovunya.png
high,left,X,X,H,V,K,W,M,0,distr/nyusha.png
high,left,X,H,K,X,M,V,W,0,distr/ezhik.png
high,left,X,K,M,H,W,X,V,0,distr/barash.png
high,left,X,M,W,K,V,H,X,0,distr/karych.png
high,left,X,W,V,M,X,K,H,0,distr/krosh.png
high,left,X,V,X,W,H,M,K,0,distr/losyash.png
high,left,X,X,H,V,K,W,M,0,distr/pin.png
high,left,X,H,K,X,M,V,W,0,distr/kopatych.png
high,left,X,K,M,H,W,X,V,0,distr/sovunya.png
high,left,X,M,W,K,V,H,X,0,distr/nyusha.png
high,left,X,W,V,M,X,K,H,0,distr/ezhik.png
high,left,X,V,X,W,H,M,K,0,distr/barash.png
high,left,X,X,H,V,K,W,M,0,distr/karych.png
high,left,N,H,K,N,M,V,W,0,distr/krosh.png
high,left,N,K,M,H,W,N,V,0,distr/losyash.png
high,left,N,M,W,K,V,H,N,0,distr/pin.png
high,left,N,W,V,M,N,K,H,0,distr/kopatych.png
high,left,N,V,N,W,H,M,K,0,distr/sovunya.png
high,left,N,N,H,V,K,W,M,0,distr/nyusha.png
high,left,N,H,K,N,M,V,W,0,distr/ezhik.png
high,left,N,K,M,H,W,N,V,0,distr/barash.png
high,left,N,M,W,K,V,H,N,0,distr/karych.png
high,left,N,W,V,M,N,K,H,0,distr/krosh.png
high,left,N,V,N,W,H,M,K,0,distr/losyash.png
high,left,N,N,H,V,K,W,M,1,distr/pin.png
high,right,N,H,K,N,M,V,W,1,distr/kopatych.png
high,right,N,K,M,H,W,N,V,1,distr/sovunya.png
high,right,N,M,W,K,V,H,N,1,distr/nyusha.png
high,right,N,W,V,M,N,K,H,1,distr/ezhik.png
high,right,N,V,N,W,H,M,K,1,distr/barash.png
high,right,N,N,H,V,K,W,M,1,distr/karych.png
high,right,N,H,K,N,M,V,W,1,distr/krosh.png
high,right,N,K,M,H,W,N,V,1,distr/losyash.png
high,right,N,M,W,K,V,H,N,1,distr/pin.png
high,right,N,W,V,M,N,K,H,1,distr/kopatych.png
high,right,N,V,N,W,H,M,K,1,distr/sovunya.png
high,right,N,N,H,V,K,W,M,0,distr/nyusha.png
high,right,N,H,K,N,M,V,W,0,distr/ezhik.png
high,right,N,K,M,H,W,N,V,0,distr/barash.png
high,right,N,M,W,K,V,H,N,0,distr/karych.png
high,right,N,W,V,M,N,K,H,0,distr/krosh.png
high,right,N,V,N,W,H,M,K,0,distr/losyash.png
high,right,N,N,H,V,K,W,M,0,distr/pin.png
high,right,N,H,K,N,M,V,W,0,distr/kopatych.png
high,right,N,K,M,H,W,N,V,0,distr/sovunya.png
high,right,N,M,W,K,V,H,N,0,distr/nyusha.png
high,right,N,W,V,M,N,K,H,0,distr/ezhik.png
high,right,N,V,N,W,H,M,K,0,distr/barash.png
high,right,N,N,H,V,K,W,M,0,distr/karych.png
high,right,X,H,K,X,M,V,W,0,distr/krosh.png
high,right,X,K,M,H,W,X,V,0,distr/losyash.png
high,right,X,M,W,K,V,H,X,0,distr/pin.png
high,right,X,W,V,M,X,K,H,0,distr/kopatych.png
high,right,X,V,X,W,H,M,K,0,distr/sovunya.png
high,right,X,X,H,V,K,W,M,0,distr/nyusha.png
high,right,X,H,K,X,M,V,W,0,distr/ezhik.png
high,right,X,K,M,H,W,X,V,0,distr/barash.png
high,right,X,M,W,K,V,H,X,0,distr/karych.png
high,right,X,W,V,M,X,K,H,0,distr/krosh.png
high,right,X,V,X,W,H,M,K,0,distr/losyash.png
high,right,X,X,H,V,K,W,M,0,distr/pin.png
high,right,X,H,K,X,M,V,W,0,distr/kopatych.png
high,right,X,K,M,H,W,X,V,0,distr/sovunya.png
high,right,X,M,W,K,V,H,X,0,distr/nyusha.png
high,right,X,W,V,M,X,K,H,0,distr/ezhik.png
high,right,X,V,X,W,H,M,K,0,distr/barash.png
high,right,X,X,H,V,K,W,M,0,distr/karych.png
high,right,X,H,K,X,M,V,W,0,distr/krosh.png
high,right,X,K,M,H,W,X,V,0,distr/losyash.png
high,right,X,M,W,K,V,H,X,0,distr/pin.png
high,right,X,W,V,M,X,K,H,0,distr/kopatych.png
high,right,X,V,X,W,H,M,K,0,distr/sovunya.png
high,right,X,X,H,V,K,W,M,0,distr/nyusha.png
high,right,X,H,K,X,M,V,W,0,distr/ezhik.png
high,right,X,K,M,H,W,X,V,0,distr/barash.png
high,right,X,M,W,K,V,H,X,0,distr/karych.png
high,right,X,W,V,M,X,K,H,0,distr/krosh.png
high,right,X,V,X,W,H,M,K,0,distr/losyash.png
high,right,X,X,H,V,K,W,M,0,distr/pin.png
high,right,X,H,K,X,M,V,W,0,distr/kopatych.png
high,right,X,K,M,H,W,X,V,0,distr/sovunya.png
high,right,X,M,W,K,V,H,X,0,distr/nyusha.png
high,right,X,W,V,M,X,K,H,0,distr/ezhik.png
high,right,X,V,X,W,H,M,K,0,distr/barash.png
high,up,X,X,H,V,K,W,M,1,distr/karych.png
high,up,N,H,K,N,M,V,W,1,distr/krosh.png
high,up,N,K,M,H,W,N,V,1,distr/losyash.png
high,up,N,M,W,K,V,H,N,1,distr/pin.png
high,up,N,W,V,M,N,K,H,1,distr/kopatych.png
high,up,N,V,N,W,H,M,K,1,distr/sovunya.png
high,up,N,N,H,V,K,W,M,1,distr/nyusha.png
high,up,N,H,K,N,M,V,W,1,distr/ezhik.png
high,up,N,K,M,H,W,N,V,1,distr/barash.png
high,up,N,M,W,K,V,H,N,1,distr/karych.png
high,up,N,W,V,M,N,K,H,1,distr/krosh.png
high,up,N,V,N,W,H,M,K,1,distr/losyash.png
high,up,N,N,H,V,K,W,M,0,distr/pin.png
high,up,N,H,K,N,M,V,W,0,distr/kopatych.png
high,up,N,K,M,H,W,N,V,0,distr/sovunya.png
high,up,N,M,W,K,V,H,N,0,distr/nyusha.png
high,up,N,W,V,M,N,K,H,0,distr/ezhik.png
high,up,N,V,N,W,H,M,K,0,distr/barash.png
high,up,N,N,H,V,K,W,M,0,distr/karych.png
high,up,N,H,K,N,M,V,W,0,distr/krosh.png
high,up,N,K,M,H,W,N,V,0,distr/losyash.png
high,up,N,M,W,K,V,H,N,0,distr/pin.png
high,up,N,W,V,M,N,K,H,0,distr/kopatych.png
high,up,N,V,N,W,H,M,K,0,distr/sovunya.png
high,up,N,N,H,V,K,W,M,0,distr/nyusha.png
high,up,N,H,K,N,M,V,W,0,distr/ezhik.png
high,up,N,K,M,H,W,N,V,0,distr/barash.png
high,up,N,M,W,K,V,H,N,0,distr/karych.png
high,up,N,W,V,M,N,K,H,0,distr/krosh.png
high,up,N,V,N,W,H,M,K,0,distr/losyash.png
high,up,N,N,H,V,K,W,M,0,distr/pin.png
high,up,N,H,K,N,M,V,W,0,distr/kopatych.png
high,up,N,K,M,H,W,N,V,0,distr/sovunya.png
high,up,N,M,W,K,V,H,N,0,distr/nyusha.png
high,up,N,W,V,M,N,K,H,0,distr/ezhik.png
high,up,N,V,N,W,H,M,K,0,distr/barash.png
high,up,N,N,H,V,K,W,M,0,distr/karych.png
high,up,X,H,K,X,M,V,W,0,distr/krosh.png
high,up,X,K,M,H,W,X,V,0,distr/losyash.png
high,up,X,M,W,K,V,H,X,0,distr/pin.png
high,up,X,W,V,M,X,K,H,0,distr/kopatych.png
high,up,X,V,X,W,H,M,K,0,distr/sovunya.png
high,up,X,X,H,V,K,W,M,0,distr/nyusha.png
high,up,X,H,K,X,M,V,W,0,distr/ezhik.png
high,up,X,K,M,H,W,X,V,0,distr/barash.png
high,up,X,M,W,K,V,H,X,0,distr/karych.png
high,up,X,W,V,M,X,K,H,0,distr/krosh.png
high,up,X,V,X,W,H,M,K,0,distr/losyash.png
high,up,X,X,H,V,K,W,M,0,distr/pin.png
high,up,X,H,K,X,M,V,W,0,distr/kopatych.png
high,up,X,K,M,H,W,X,V,0,distr/sovunya.png
high,up,X,M,W,K,V,H,X,0,distr/nyusha.png
high,up,X,W,V,M,X,K,H,0,distr/ezhik.png
high,up,X,V,X,W,H,M,K,0,distr/barash.png
high,up,X,X,H,V,K,W,M,0,distr/karych.png
high,up,X,H,K,X,M,V,W,0,distr/krosh.png
high,up,X,K,M,H,W,X,V,0,distr/losyash.png
high,up,X,M,W,K,V,H,X,0,distr/pin.png
high,up,X,W,V,M,X,K,H,0,distr/kopatych.png
high,up,X,V,X,W,H,M,K,0,distr/sovunya.png
high,down,X,X,H,V,K,W,M,1,distr/nyusha.png
high,down,X,H,K,X,M,V,W,1,distr/ezhik.png
high,down,X,K,M,H,W,X,V,1,distr/barash.png
high,down,X,M,W,K,V,H,X,1,distr/karych.png
high,down,X,W,V,M,X,K,H,1,distr/krosh.png
high,down,X,V,X,W,H,M,K,1,distr/losyash.png
high,down,X,X,H,V,K,W,M,1,distr/pin.png
high,down,X,H,K,X,M,V,W,1,distr/kopatych.png
high,down,X,K,M,H,W,X,V,1,distr/sovunya.png
high,down,X,M,W,K,V,H,X,1,distr/nyusha.png
high,down,X,W,V,M,X,K,H,1,distr/ezhik.png
high,down,X,V,X,W,H,M,K,1,distr/barash.png
high,down,X,X,H,V,K,W,M,0,distr/karych.png
high,down,X,X,H,V,K,W,M,0,distr/krosh.png
high,down,X,H,K,X,M,V,W,0,distr/losyash.png
high,down,X,K,M,H,W,X,V,0,distr/pin.png
high,down,X,M,W,K,V,H,X,0,distr/kopatych.png
high,down,X,W,V,M,X,K,H,0,distr/sovunya.png
high,down,X,V,X,W,H,M,K,0,distr/nyusha.png
high,down,X,X,H,V,K,W,M,0,distr/ezhik.png
high,down,X,H,K,X,M,V,W,0,distr/barash.png
high,down,X,K,M,H,W,X,V,0,distr/karych.png
high,down,X,M,W,K,V,H,X,0,distr/krosh.png
high,down,X,W,V,M,X,K,H,0,distr/losyash.png
high,down,X,V,X,W,H,M,K,0,distr/pin.png
high,down,X,X,H,V,K,W,M,0,distr/kopatych.png
high,down,X,X,H,V,K,W,M,0,distr/sovunya.png
high,down,X,H,K,X,M,V,W,0,distr/nyusha.png
high,down,X,K,M,H,W,X,V,0,distr/ezhik.png
high,down,X,M,W,K,V,H,X,0,distr/barash.png
high,down,X,W,V,M,X,K,H,0,distr/karych.png
high,down,X,V,X,W,H,M,K,0,distr/krosh.png
high,down,X,X,H,V,K,W,M,0,distr/losyash.png
high,down,X,H,K,X,M,V,W,0,distr/pin.png
high,down,X,K,M,H,W,X,V,0,distr/kopatych.png
high,down,X,M,W,K,V,H,X,0,distr/sovunya.png
high,down,X,W,V,M,X,K,H,0,distr/nyusha.png
high,down,X,V,X,W,H,M,K,0,distr/ezhik.png
high,down,X,X,H,V,K,W,M,0,distr/barash.png
high,down,N,H,K,N,M,V,W,0,distr/karych.png
high,down,N,K,M,H,W,N,V,0,distr/krosh.png
high,down,N,M,W,K,V,H,N,0,distr/losyash.png
high,down,N,W,V,M,N,K,H,0,distr/pin.png
high,down,N,V,N,W,H,M,K,0,distr/kopatych.png
high,down,N,N,H,V,K,W,M,0,distr/sovunya.png
high,down,N,H,K,N,M,V,W,0,distr/nyusha.png
high,down,N,K,M,H,W,N,V,0,distr/ezhik.png
high,down,N,M,W,K,V,H,N,0,distr/barash.png
high,down,N,W,V,M,N,K,H,0,distr/karych.png
high,down,N,V,N,W,H,M,K,0,distr/krosh.png
high,down,N,N,H,V,K,W,M,0,distr/losyash.png
high,down,N,H,K,N,M,V,W,0,distr/pin.png
high,down,N,K,M,H,W,N,V,0,distr/kopatych.png
high,down,N,M,W,K,V,H,N,0,distr/sovunya.png
high,down,N,W,V,M,N,K,H,0,distr/nyusha.png
high,down,N,V,N,W,H,M,K,0,distr/ezhik.png
high,down,N,N,H,V,K,W,M,0,distr/barash.png
high,down,N,K,M,H,W,N,V,0,distr/karych.png
